,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
0,"HP Chromebook 11 G6 116"" Intel 240 GHz 4 GB RAM 16 GB eMMC Bluetooth Webcam SD 💖 Valentines Day Sale !! 🎁",80.0,HP,5.0,Adam Jee Infotech,33.0,16.0
1,"Chromebook Google No Playstore, Laptop for Kids, Basic Learning, Watching Videos, Online Study, and for Typing",99.0,Samsung,4.86,AL-FUTAQ ELECTRONICS KL MY,502.0,169.0
3,DITU Game Laptop 156“ Intel Core I7-16GB+512GB SSD M2Computer laptops Windows 11 Pro Laptop,298.13,ALTRON,5.0,DITU Shop MY ,32.0,15.0
4,DELL P22T WINDOWS 10 LAPTOP 4GB RAM 16GB ROM 12 INCH SCREEN DISPLAY INTEL CELERON,125.0,Dell,5.0,Regal Electronics,17.0,9.0
5,( Termurah Laptop Windows 10 ) Lenovo 100E  Gen 1 / 4GB DDR3 RAM / 64GB EMMC SSD / 128 - 256 GB M2 SSD / 116 Inch Screen,119.0,Lenovo,5.0,ELINK NOTEBOOK CENTRE,9.0,5.0
6,ACER C740 Intel Celeron 3205U 4GB RAM 16GB SSD || Display 116 Inch HD Display Play Store Chromebook || Chrome OS,115.0,Acer,5.0,NOVA TECH,100.0,43.0
10,Ultra Window 10 HP Laptop || Intel 4GB RAM 16GB SSD 116 HD Display Office Laptop || System Window,129.0,HP,5.0,MEGA MALAYSIA,14.0,4.0
12,15 INCH LENOVO WINDO LAPTOP 4GB RAM 16GB SSD(512GB CAPACITY) WINDO 10,199.0,Lenovo,5.0,TOP it SDN BHD,17.0,4.0
13,DELL laptop for students and business ultra slim and smart (chromebook),99.0,Dell,4.5,malaysia electronics SDN ,12.0,8.0
16,DELL CHROMEBOOK 3180 HIGE RESOLUTION TOUCH SCREEN WITH PLAY STORE,147.0,Dell,5.0,AL-ADB ELECTRONICS KL MY STORE 1,9.0,3.0
17,15 INCHES LENOVO WINDO LAPTOP  -COR i3-8GB RAM -128GB SSD- FREE MS OFFICE- POWER POINTS- excel-AUTOCAD- 18 MONTHS WARRANTY,449.0,Lenovo,3.0,TOP it SDN BHD,5.0,2.0
18,15  inches Lenovo  laptop Chroombook- with play store -8k resolution- 4GB RAM - 32GB SSD- capacity 512GB,219.0,Lenovo Chromebook,5.0,future technology 55,5.0,0.0
20,Samsung window 10 Chrome OS Ram4gb Ssd16gb,176.97,Samsung,5.0,GQ Mall,8.0,2.0
22,Acer C740 Chromebook 116 Inch 4GB 16GB SSD Playstore and download all apps 4k display,149.0,Acer,4.0,future electronics 23 SDN,9.0,4.0
24,( Termurah WIndow 10 Gaming refurbished HP EliteBook 725 G4 Slim Laptop With ) AMD APU Quad Core A8-9600B 24GHz 7th Generation / 4GB-8GB RAM DDR 4 /120GB-480GB SSD M2 /125 INCH/WINDOW 10,279.0,HP,5.0,ELINK NOTEBOOK CENTRE,22.0,10.0
25,"UN TOUCH Dell Chromebook No Play Store  Support Chrome Web Store, 4GB Ram, 16GB SSD, 5 Hours Battery",117.0,Dell,5.0,AL-ADB ELECTRONICS KL MY STORE 1,18.0,8.0
26,LENOVO N22 CHROMEBOOK 4GB RAM 16GB SSD,90.0,Lenovo,5.0,Adam Jee Infotech,10.0,2.0
27,15 INCH HP LAPTOP SLIM 4K DISPLAY Chromebook with  Window and Microst Office RAM 4GB SSD 16GB FOR STUDENT AND BUSINESS,210.0,HP,5.0,Regal Electronics,5.0,0.0
28,ACER Laptop C740 16 / 32 / 64 / 128 Gb Chromebook Playstore,199.0,Acer,4.78,JS Gadgets&Gizmos ifixt ,509.0,207.0
29,HP Chromebook with playstore 4GB RAM/16 GB SSD With Windows Chrome,199.0,HP,5.0,Beebizzle Malaysia,6.0,2.0
30,Toshiba Windows 10 Laptop 4GB Ram 16GB Rom 13 Inch HD Screen Display Intel Celeron,169.0,Toshiba,5.0,AL-ADB ELECTRONICS KL MY STORE 1,7.0,3.0
31,"15-inch HP Chromebook, without Play Store, 4GB RAM, 16GB ROM, Ultra HD display, Up to 5 hours of battery life",166.0,HP,4.69,AL-FUTAQ ELECTRONICS KL MY,164.0,71.0
32,"Acer Chromebook R751T, 116"" Touchscreen Convertible 2 in 1 Laptop, 4GB RAM, 32GB SSD, Type-C, Chrome OS",176.4,Acer,5.0,BOYA PC STORE,10.0,5.0
33,"HP CHROMEBOOK | SSD 16GB | Warranty 18 Month | DDR3 4GB RAM | LAPTOP CHROMEBOOK | SUITABLE FOR BUSINESS AND STUDY | 4GB RAM | 16 GB SSD | Wifi | Bluetooth | HDMI | 116""Display Screen | IMIKA | DSY REFURBISHED LAPTOP",99.0,HP,5.0,DSY GLOBAL DISTRIBUTOR,12.0,4.0
34,Acer c731 heavy duty Chromebook 9/10 condition,99.0,Acer,4.84,AK47 LAPTOP,43.0,19.0
35,15 INCH HP SUPER SLIM LAPTOP CHROMEBOOK 4GB RAM 16GB SSD hd web came,219.0,HP,4.7,future electronics 23 SDN BHD,117.0,40.0
36,DITU Laptop 141“ Intel Celeron N4000 16G RAM 512G SSD Computer laptops Windows 11 Pro Laptop for Business Office or Student use,589.0,ALTRON,5.0,DITU Shop MY ,24.0,18.0
37,"Acer Chromebook C771,116"" HD IPS Display, 4GB RAM, 32GB SSD, 128/256/320GB microSD, Windows 10,HDMI",111.6,Acer,5.0,BOYA PC STORE,6.0,2.0
38,15 INCH LENOVO WINDO LAPTOP 4GB RAM 16GB SSD (CAPACITY 512GB) WINDO 10,198.55,Lenovo,5.0,future electronics 23 SDN,18.0,7.0
44,LENOVO LAPTOP CHROOMEBOOK TOUCH AND FLIP 8GB/32GB SSD TYPE C,229.0,Lenovo,5.0,TOP it SDN BHD,9.0,1.0
50,SAMSUNG CHROMEBOOK LAPTOP OFFER PRICE 399,129.0,Samsung MY,5.0,JS Gadgets&Gizmos ifixt ,26.0,7.0
54,SAMSUNG CHROMEBOOK 2 | 4GB RAM & 16GB SSD | UNTOUCH & NON PLAYSTORE,149.0,Samsung,5.0,AL-FUTAQ ELECTRONICS 2,5.0,1.0
57,15 inch super slim laptop (chromebook) play store 4k display lenovo words/ exle/power points,195.0,Lenovo,4.6,malaysia tech786,9.0,5.0
58,"Dell Chromebook 11""+14"" Display , 4GB RAM-16GB/32GB SSD Storage [ Refurbished ] Play store",105.0,Dell,4.62,R COMPUTER SOLUTIONS,45.0,16.0
63,15 INCH HP LAPTOP (PLAY STORE) 4K DISPLAY FOR STUDENTS AND BUSINESS 4GB type c RAM 32GB SSD,185.0,HP,4.74,future electronics 23 SDN,803.0,280.0
64,Ultra slim 13 inches hp laptop touch secreen-Chroombook- with play store- Wi-Fi- Bluetooth - 4GB-16GB- can increase 512GB,175.0,HP,5.0,TOP it SDN BHD,9.0,3.0
65,"HP Laptop 15-FD0386TU Gold, FD00387TU Blue, FD0388TU Silver Replacement for 15-fd0217TU Gold, 15-fd0218TU Blue, 15-fd0219TU (INTEL I5/8GB/512GB SSD/ INTEL IRIS/2 YEARS WARRANTY)",2227.0,HP,5.0,HP Brand Store - Hexacom Supplies,13.0,2.0
66,Asus c202s white play store laptop 9/10 condition heavyduty 4GB ram 16GB ssd white color,149.0,ASUS,4.7,AK47 LAPTOP,108.0,60.0
67,"ASUS Chromebook , With Play Store ,4GB RAM, SSD, 12 inch HD LED Screen, Intel Celeron Celeron Processor, OS Google, Webcam And WIFI",184.0,ASUS PC,4.69,Beebizzle Malaysia,250.0,100.0
68,Ultrabook Slim Samsung CHROMEBOOK 4/16/ FOR STUDENT / SPEAKER NICE / HD WEBCAM / 4GB RAM / 16GB SSD / ULTRABOOK SLIM,110.0,Samsung,5.0,AM electronics ,9.0,2.0
76,"HP 15-FD0184TU 156"" FHD Laptop Natural Silver ( N100, 8GB, 512GB SSD, Intel, W11, H&S )",1605.0,HP,5.0,Lotus's,72.0,24.0
77,"( WINDOW 10  and No Battery ) AMD E1-2600T Hitachi Flora Se210, 2GB/4GB/8GB DDR3 RAM,120GB/240GB MSATA SSD, Without Camera for online class",149.0,Hitachi,4.87,ELINK NOTEBOOK CENTRE,214.0,87.0
80,HP LAPTOP CHROMEBOOK WITH PLAY STORE 4GB RAM 16GB SSD,169.0,HP,5.0,future electronics 23 SDN,9.0,5.0
81,Notebook Laptop Window || Intel Celeron N3060 || 4GB RAM 16GB SSD 116 Display Business Laptop,135.0,Dell,5.0,MEGA MALAYSIA,5.0,2.0
82,"Hp Laptop 15 [Fc0275Au Silver / Fc0276Au Gold] (R5-7430U,16Gb,512Gb,156"",W11,H&S,M365)",2310.0,HP,5.0,Lotus's,8.0,4.0
83,"HP Chromebook 14 SMB, 4 GB Ram DDR3, 16GB Rom SSD, With Powerful processor (Quad-core, 2MB cache, up to 225GHz)",209.0,HP,5.0,AL-FUTAQ ELECTRONICS INFO 1,14.0,2.0
85,HP Laptop Stream Ultrabook Business Window 10 Pro Intel Celeron / SSD 64GB 4GB EXCEL office,219.0,HP,4.89,Second Budget PC,70.0,36.0
87,"Dell Chromebook No Play Store, Touch Screen,  Support Chrome Web Store, 4GB Ram, 16GB SSD, 5 Hours Battery",124.0,Dell,5.0,AL-ADB ELECTRONICS KL MY STORE 1,6.0,2.0
89,HP Ultra Slim G4 LAPTOP WINDOW 10 SSD 16GB 4GB RAM BUSINESS LAPTOP HDMI USB WIFI LAPTOP,119.0,HP,4.9,Second Budget PC,205.0,89.0
90,"Lenovo Chromebook 500E 2-in-1 Laptop, 116in HD TOUCH, 4 GB RAM, 32GB eMMC Drive, 128/256/320GB, Webcam, Chrome OS(Renewed)",200.6,Lenovo,5.0,BOYA PC STORE,28.0,11.0
92,Mini LENOVO THINKPAD X240 / Window10 / Core i7-4th / SSD 1TB / 8GB Ram / HD Screen 125inch /Gaming Students Laptop,450.0,Lenovo ThinkPad,4.98,Second Budget PC,81.0,41.0
96,LAPTOP SAMSUNG Chromebook 16 GB SSD 116 Good for school and office work with free gift,129.0,Samsung MY,5.0,JS Gadgets&Gizmos ifixt ,52.0,13.0
97,"Hp 15-Fc0106Au 156"" Fhd Laptop Natural Silver ( Athlon 7120U, 8Gb, 512Gb Ssd, Ati, W11, Hs )",1605.0,HP,4.86,Lotus's,267.0,78.0
98,"( Toshiba 14 inch Chromebook Support Web Store ) "" LED Intel N2840 216 GHz / 4GB RAM / 16GB SSD",179.0,Toshiba,5.0,TOP it SDN BHD,11.0,3.0
102,"Hp, Dell, Acer chromebook with playstore laptop murah belajar student 11 EE 3189 11 N6",119.0,HP,4.88,SYNTHESIS TECHNOLOGY SDN BHD,86.0,32.0
103,"HP 15-FD0182TU 156"" FHD Laptop Warm Gold ( N100, 8GB, 512GB SSD, Intel, W11, HS )",1605.0,HP,5.0,Lotus's,38.0,20.0
106,DELL WINDOWS LAPTOP /PLAY STORE/SUPER SLIM LAPTOP/FOR SRUDENTS,159.0,Dell,5.0,future electronics 23 SDN,5.0,4.0
111,"(SLIM BUSINESS LAPTOP) DELL Latitude 5400, 5300, 7290, 7280, 7470, 7480, CORE i7 14"" HD/ Upto 32GB RAM / 1TB M2 SSD / 14"" TOUCHSCREEN SCREEN / WINDOWS 10 PRO",599.0,Dell,4.9,MAHMOOD TECH TRADING,94.0,30.0
114,Windows Laptop Dell for students and small business 4k display 4GB ram 16GB ssd ultra slim,159.0,Dell,4.83,future electronics 23 SDN BHD,14.0,6.0
116,"Hp 15-Fc0105Au 156"" Fhd Laptop Warm Gold ( Athlon 7120U, 8Gb, 512Gb Ssd, Ati, W11, Hs )",1605.0,HP,4.97,Lotus's,114.0,38.0
117,Dell Chromebook For Students And Office use | Intel Celeron Processor | SSD Storage | Wifi and Webcam,184.0,Dell i5,4.79,Beebizzle Malaysia,41.0,14.0
118,( HP Elitebook 820 G3 Laptop Refurbished Core i3 6th Generation )  4GB-16GB Ram DDR4L / 120GB-480GB SSD M2 / 125Inch / Webcam / Windows 10,399.0,HP,5.0,ELINK NOTEBOOK CENTRE,116.0,4.0
119,"Acer Aspire 5 ( i5-1235U, 8GB, 512GB SSD, Intel, W11, HS ) A514-55-50WA/ A514-55-51H3/ A514-55-54T4/ A514-55-554D",2203.51,Acer,5.0,Acer Certified Store - NBP,53.0,16.0
120,"Samsung Chromebook Model-XE500C13,4GB Ram,16GB Rom",209.0,Samsung,5.0,AL-FUTAQ ELECTRONICS INFO 1,18.0,9.0
121,"[FREE MOUSE] JOI Chromebook C100 (N4120,4GB,64GB,116 Inches Touch) QC-C100 Laptop",529.0,JOI,5.0,JOI Store,20.0,5.0
123,Dell Latitude 3190 Window 11 Pro Intel Pentium 4GB Ram 256GB SSD HDMI Slim Mini Business Laptop,350.0,Dell,5.0,Second Budget PC,13.0,10.0
124,"PANASONIC LAPTOP | Warranty 18 Month | 8GB RAM DDR3 | I3-5GEN | 8GB RAM | 128GB SSD | 13"" Windows 10 HDMI| Laptop Business| Laptop PC| Laptop Window| Excel Word PPT| Zoom | IMIKAS | DSY REFURBISHED LAPTOP",328.0,Panasonic,5.0,DSY GLOBAL DISTRIBUTOR,7.0,3.0
125,"Acer Aspire 3 A315-24P-R6Gk Laptop Silver (Amd R5 7520U, 8Gb , 512Gb Ssd, Windows 11, Home & Student)",2018.0,Acer,5.0,Lotus's,32.0,10.0
126,"( SPECIAL OFFER ) ( INTEL I3 - 6TH GENERATION LAPTOP ) HP EliteBook 820 G3 Notebook DDR4 INTEL CORE I3 6100U , 4GB / 8GB / 16GB DDR4 RAM , 250GB HDD OR 120GB / 240GB / 480GB SSD",279.0,HP,4.33,AURORA ITECH SDN. BHD.,12.0,7.0
127,"HP CHROMEBOOK | SSD 16GB | Warranty 18 Month | DDR3 4GB RAM | LAPTOP CHROMEBOOK | SUITABLE FOR OFFICE AND STUDY | Wifi | Bluetooth | HDMI | 116""Display Screen | IMIKA | DSY REFURBISHED LAPTOP",99.0,HP,5.0,DSY GLOBAL DISTRIBUTOR,6.0,3.0
130,"Dell Latitude E7240, 13-inch Laptop (Intel Core i5 PROCESSOR -8GB RAM /256GB SSD /Windows10/Integrated Graphics) Webcam, Office",549.0,Dell,4.59,Beebizzle Malaysia,132.0,45.0
132,"Acer 116"" Chromebook C740/C720, 4GB RAM, 16GB SSD, Windows 10, HDMI, Bluetooth(refurbish)",112.2,Acer,5.0,BOYA PC STORE,10.0,4.0
133,"Asus C202 Chromebook 12"" inch LCD Chrome OS Play Store",99.0,ASUS,5.0,ecom.my,25.0,7.0
135,( HP Lenovo i5 1st Generation Laptop Refurbished ) i5 1st Generation Lenovo Thinkpad T510 OR HP 6550B  / 4-8GB RAM / 120GB-240GB SSD / WINDOW 7-10 / 14 INCH SCREEN,199.0,Lenovo ThinkPad,4.5,ELINK NOTEBOOK CENTRE,50.0,22.0
138,15 INCH LAPTOP CHROMEBOOK- WI-FI- SUPER SLIM-BEST FOR STUDENTS,169.0,HP,5.0,future electronics 23 SDN BHD,15.0,4.0
143,"(Refurbished) Acer C732/C733 Windows Laptop / 116"" inch Touch Display / Intel Celeron / 4GB RAM / 16GB or 32GB SSD / Win 10",129.0,Acer,5.0,Global Infinity Infotech Sdn Bhd,7.0,1.0
145,LENOVO LAPTOP CHEOOMEBOOK TOUCH AND FLIP 8GB RAM 32GB SSD PLAY STORE grad A,219.0,Lenovo Chromebook,4.2,Future electronics 22,11.0,5.0
148,"Lenovo N23 Chromebook - 116"" - Intel Celeron N3060 - 4 GB RAM - 16 GB SSD - Bluetooth - WiFi",100.0,Lenovo Chromebook,5.0,Adam Jee Infotech,9.0,1.0
150,"Dell Chromebook 11 Model Crisp P22T  4GB RAM and 16GB ROM, No Play Store, HD Resolution Screen Fast Processor",139.0,HP,5.0,AL-FUTAQ ELECTRONICS INFO 1,55.0,22.0
151,LENOVO Ultrabook X220 ThinkPad Office Intel Core I5 Turbo 260Ghz TO 330Ghz Mini 16GB Ram 1TB SSD Window 10 Pro,390.0,Lenovo ThinkPad,5.0,Second Budget PC,40.0,17.0
153,[Feb2nd Ready Stock] MACHENIKE Machcreator 15N AMD Ryzen 7 5825U laptop 16G RAM 512G SSD 156 inch FHD screen 2024 new laptop for student,2198.0,MACHENIKE,4.98,Machenike,140.0,55.0
156,Refurbished HP PRO X2 612 G1 business / 2 in 1 touchscreen tablet laptop / i5-4th gen / 8gb ram / 128gb ssd,599.0,HP Elitebook,4.93,Zahra I.T Store,35.0,10.0
158,"Google Chromebook, Dell, 4GB Ram, 16 GB ssd, HD Display, Wifi , Bluetooth, Webcam, Usb ports, High Speed Processor, High Battery Back up,",129.0,Dell,4.0,AL-FUTAQ ELECTRONICS 2,9.0,4.0
160,"( Toshiba 133'' Chromebook) Toshiba CB30-B3121 133"" LED Notebook - Intel Celeron N2840 216 GHz / 2GB RAM / 16GB SSD",118.0,Toshiba,5.0,ELINK NOTEBOOK CENTRE,26.0,12.0
161,"MacBook Air (13-inch, M3)",4419.0,Apple,4.89,Switch Official Store,257.0,85.0
162,Samsung Chromebook 4 GB Ram 16 GB Rom With HD Display & Camera,105.0,Samsung,4.22,AL-FUTAQ ELECTRONICS INFO 1,33.0,9.0
164,( Dell i3 i5 2rd Generation Refurbished ) Dell Latitude E5420 E5520 Laptop Intel Core i3 i5-2520M / 4GB-8GB DDR3 Ram/ 250GB HDD / 120GB-240GB SSD ~Win 7-10 / 3 Month Warranty,249.0,Dell,4.67,ELINK NOTEBOOK CENTRE,47.0,18.0
168,"14 INCH Lenovo N42 Touch Screen✅ Chromebook,4GB RAM16gb eMMC SSDCBIG DISPLAY",199.0,Lenovo Chromebook,4.2,malaysia electronics SDN ,12.0,5.0
169,"LENOVO ThinkPad X1 CARBON / X1 YOGA (1 YEAR WARRANTY T&C) Core i7/i5(8th/10th Gen)16GB RAM/ UPTO 1TB 14""inch FHD IPS TouchScreen Laptop Win 10/11 Pro",1250.0,Lenovo,4.9,Zara Humaira,71.0,29.0
170,ASUS Chromebook / Heavy Duty / Rugged / Build in Play Store /Intel Celeron /4GB RAM / SSD / ChromeOS / Laptop,130.0,a,4.87,Second Budget PC,639.0,292.0
172,Lenovo N23 Chromebook Celeron N3060 4/32GB: Fits any Classroom & any Budget,150.0,Lenovo,5.0,Adam Jee Infotech,11.0,3.0
174,Acer Swift GO 14 SFG14-73-508Y /59A0 (Intel Core Ultra 5 125H/16GB RAM/512GB SSD/Intel/14''WQXGA+ OLED/Office/W11/2 Years),3379.0,Acer,4.92,Acer Certified Store - WIT,28.0,13.0
177,Acer  Touchscreen 2 In 1 Chromebook 4GB Ram SSD Slim / Speaker Nice 🔊 / ChromeOS / C738T speed,215.0,Acer,4.71,future electronics 23 SDN,17.0,6.0
179,"Dell Latitude E7240 12 inch HD Laptop Computer, Intel Core i5, 8GB RAM, 256GB SSD, HDMI, WiFi, USB 30, Bluetooth , Windows 10 Professional",499.0,Dell,4.67,NEXT G Malaysia,59.0,24.0
180,"ASUS Chromebook Laptop- 12"" Spill Resistant Design with 180 Degree Hinge, Intel Celeron N3060, 4GB RAM, 16GB eMMC Storage, Chrome OS For Students And Office Use",179.0,ASUS,4.83,NEXT G Malaysia,31.0,12.0
181,GAMING Budget AMD A10 PRO / RADEON R5 GRAPHICS / 16GB RAM / 1TB SSD WINDOW 10 PRO GAMING LAPTOP,490.0,HP,4.6,Second Budget PC,64.0,30.0
183,ACER Laptop Aspire 3 R6GK ( 156 Inch FHD IPS | Ryzen 5-7520U | 8GB OB RAM | 512GB SSD | AMD Radeon | Windows 11 + Microsoft Office Home & Student | 2 Years Warranty ),2119.0,Acer,5.0,Acer Certified Store - Brightstar,97.0,28.0
184,BEEX 116 Inch Notebook Laptop Intel Celeron N3350 6GB RAM 192GB SSD 1080P IPS Screen Computer laptop 5G WiFi Windows 10 Online Learning and Working 电脑笔记本,599.0,BEEX,4.93,BEEX Computers & Laptops,21.0,15.0
186,"Dell Inspiron 15 N3530-I51334-8G-512-W11H 156 Laptop  (I5-1334U, 8Gb, 512Gb Ssd, H&S, W11H)",2360.0,Dell,5.0,Lotus's,9.0,2.0
187,"laptop 2024 new model Intel Core I7 Laptop Asus Factory 156"" Intel J4125 16G 512GB SSD Portable Ultrabook IPS eye protection HD screen Windows 11pro office365",1408.0,OEM,5.0,Laptop computer,5.0,1.0
188,ASUS Laptop Vivobook 14 A1405Z-ALY235WSM (i5-12500H /16GB DDR4/ 512GB SSD/ 14'' IPS WUXGA/ Intel Iris Xe Graphics/ OFFICE H&S 2021 +M365/ W11/ BACKPACK/ 2 Yrs),2499.0,ASUS,5.0,EIT STORE,103.0,30.0
190,"Microsoft Surface Laptop (7Th Edition) Copilot+ Pc 138"" X Plus 16Gb 512Gb Graphite (Zgm-00054) + Extended Warranty",5940.0,Microsoft,5.0,Lotus's,10.0,4.0
191,(Dell i3 4th - 6th Generation Laptop Refurbished & Touch Screen ) I3 4th - 6th GEN DELL LATITUDE 3340 / 3350 / 3380 / 4-5 Gen / 4GB-8GB RAM / 250GB HDD 120GB-240GB SSD / Window 7-10,349.0,Dell,4.8,ELINK NOTEBOOK CENTRE,68.0,30.0
192,(REFURBISHED i5 laptop ) i5 1st - 4th Generation LAPTOP / NOTEBOOK MIX MODEL INTEL CORE I5 1-4GEN / 4GB RAM / 250GB HDD / 120GB / 240GB SSD with Window 7 or  Window 10  DELL / HP / LENOVO / TOSHIBA,249.0,Mix,4.73,ELINK NOTEBOOK CENTRE,211.0,66.0
193,BEEX 156 inch Laptop Intel Celeron N5095 16GB RAM 1TB SSD M2 Notebook Windows 11 PRO Suitable for Home Office and Study,659.0,OEM,5.0,BEEX Franchise Store,13.0,1.0
195,"Hp Laptop 15-Fc0208Au (R5-7430U,16Gb,512Gb Ssd,Amd Radeon Graphics,156” Fhd,W11H,Gold)",2300.0,HP,4.97,Lotus's,436.0,145.0
197,"Hp Pavilion 15-Eh3018Au /3019Au / 3020Au / 3021Au 156"" Fhd Laptop (Ryzen 5, 16 Gb, 512Gb Ssd, Windows 11, Home & Student)",2700.0,HP,4.71,Lotus's,27.0,14.0
199,"HP AMD Laptop 15-FC0101AU / 15-FC0102AU / 15-FC0105AU / 15-FC0106AU (ATHLON/8GB /512GB/15"" FHD/GOLD/SILVER) Backpack + OPI",1599.0,HP,4.88,HP Brand Store - PC Image,439.0,119.0
200,dell laptop (chromebook) for students and small business 4k display hd web cam(free gift),129.0,Dell,4.57,future electronics 23 SDN,20.0,6.0
201,"Huawei Matebook D16- 2024 16""  inches Laptop (I5-12450H, Intel UHD, 8GB/16GB, 512GB SSD, W11)",2349.0,Huawei,5.0,Clicknet Store,28.0,10.0
202,MURAH WINDOW HP LAPTOP 116INC KERJA RUMAH ALL CAN USE FOR STUDENTS AND BUSINESS GRAD A,149.0,HP,3.5,future electronics 23 SDN,8.0,2.0
205,( Dell 156 Inch Laptop I5 I7 4 -8th Gen) Dell Latitude E6540 E5540 E5550 E5570 E5580 E5590 / 4GB-8GB RAM / 120GB SSD-240GB SSD WINDOW 10,499.0,Dell,4.6,ELINK NOTEBOOK CENTRE,18.0,5.0
206,hp windows laptop for students and business ultra slim and smart laptop 18 month warntty,179.0,HP,4.0,malaysia electronics SDN ,8.0,1.0
207,Acer C731 Heavy Duty Chromebook 4GB Ram SSD Slim Speaker Nice ChromeOS C731 speed like i5 LAPTOP,119.0,Acer,4.83,Second Budget PC,320.0,149.0
208,"DELL Laptop, window 10, 12inch, ( 4GB RAM 16GB SSD/ camera / Video HD / intel Celeron )",179.0,Dell,5.0,online bazaar Malaysia ,11.0,8.0
209,Lenovo Thinpad Yoga 11e Slim Touchscreen Convertible business Laptop 4GB Ram 128GB SSD WINDOWS 10 Microsoft Office,389.0,Lenovo ThinkPad,4.97,NEXT G Malaysia,104.0,31.0
210,"Lenovo N23 Laptop, 12"" Touchscreen HD IPS Display, Intel Celeron Dual Core Processor Up to 25 GHz, 4GB RAM, 128GB SSD, Webcam, Bluetooth, Windows 10 Professional",499.0,Lenovo,4.64,Beebizzle Malaysia,20.0,9.0
211,"HP STREAM 11 PRO g5  , 12 INCH,, INTEL PROCESSOR, 64GB SSD STORAGE , WINDOWS 10, WEBCAM, WIFI ETC",499.0,Hewlett Packard,4.66,Beebizzle Malaysia,119.0,47.0
212,"Acer Aspire Lite 14 AL14-31P-3145 14"" WUXGA Laptop Pure Silver ( i3-N300, 8GB, 512GB SSD, Intel, W11, HS )",1759.0,Acer,5.0,Acer Certified Store - NBP,55.0,13.0
213,"Hp Laptop [15-Fd1101Tu/15-Fd1102Tu/15-Fd1104Tu] 16"" (Intel® Core™ Ultra 5 125H, 16Gb, 512Gb,)",3200.0,HP,5.0,Lotus's,15.0,4.0
214,"Microsoft Surface Pro 9/ Pro 8/ Pro 7/Pro 6/Pro 5 /UPTO 16GB RAM 1TB SSD 123""inch Touch",820.0,Microsoft,5.0,ZHS Online Store,13.0,5.0
215,"Dell Latitude 3180 Education 116 HD Laptop PC - Intel Celeron N3350 24GHz, 4GB, 64GB SSD, Bluetooth, Windows 10 Professional",399.0,Dell,4.74,Beebizzle Malaysia,113.0,34.0
216,Dell Latitude E7470 Laptop - Intel Core i7/ 16GB RAM 512GB SSD/ Finger Lock/ 14in Screen FHD/ Backlight Keyboard/ Windows 10 Pro 64-Bit Black,949.0,Dell,5.0,NEXT G Malaysia,20.0,5.0
217,HP 15-fc0275AU - SILVER / 15-fc0276AU - GOLD LAPTOP (AMD RYZEN 5 7430U/ AMD RADEON GRAPHICS/ 16GB DDR4 RAM/ 512GB PCIe NVMe M2 SSD/ 156'' FHD(1920X1080) IPS/ WINDOWS 11),2349.0,HP,4.89,HP Brand Store - BestBuy ITmall,96.0,37.0
222,"Refurbished T530 / E530 Lenovo ThinkPad 156"" / 14 "" Intel core i5-3rd 4GB RAM 128GB SSD / 256GB SSD Webcam W10 Laptop",290.0,Lenovo ThinkPad,5.0,Second Budget PC,8.0,4.0
224,Toshiba 14 inch windo laptop-free ms office-free microsoft office -4gb RAM-16GB SSD-capacity 512Gb,195.0,Toshiba,5.0,TOP it SDN BHD,7.0,1.0
226,Dell Chromebook 11 Un touch Screen With 4GB  Ram 16GB Rom HD camera Without Play Store,116.0,Dell,5.0,AL-FUTAQ ELECTRONICS KL MY,10.0,3.0
230,"Dell Chromebook 11 P22t with ,4GB Ram 16GB Rom,12 inch High Resolution Touch Screen,Power by Google,",147.0,HP,4.91,AL-FUTAQ ELECTRONICS INFO 1,79.0,44.0
233,Refurbish Lenovo ThinkPad T420 Intel Core i5-2520M/ 4GB DDR3 Memory/ SSD 128GB/ Windows 10 Pro,340.0,Lenovo,5.0,DataXpert,5.0,4.0
234,( Dell Laptop i5 6th or i7 6th Generation Windows 10 Pro Refurbished ) DELL Model E5470 / 8GB-16GB RAM DDR4 / 240GB SSD /Window 10,599.0,Dell,4.29,ELINK NOTEBOOK CENTRE,22.0,7.0
235,Refurbished Dell Latitude E5540 Core i5-4th 30Ghz Turbo 16GB RAM 1TB SSD Second Hand 156inch big Screen Laptop,630.0,Dell,4.79,Second Budget PC,44.0,28.0
236,Women's Laptop Office Gaming Laptop Pink 156 Inch 11th Generation Intel Core i7-1165G7/Intel Celeron N5095 16GB+512GB SSD i7 Laptop Installation Win10/11 Pro and Office Holiday Gift/Gameing PC/Home Business Computer,1518.0,One,5.0,TOP laptop computer,140.0,59.0
237,"Lenovo ThinkPad T480S/T490s/T490/T480/T590/T480/T440/T450s/T460s Laptop (1 YEAR WARRANTY T&C)Core i5/i7(5th/6th/7th/8th Gen)14""/15"" inch Win 10/11 PRO",850.0,Lenovo,4.86,Zara Humaira,265.0,86.0
238,DELL LATITUDE 7390 2 IN 1 [CORE i5-8TH GEN / 16GB RAM / 1TB SSD] x360 FULL HD IPS DIPSLAY / ULTRABOOK / WINDOWS 10 PRO [BOXPACKED REFURBISHED],1199.0,Dell,4.56,Zahra I.T Store,21.0,9.0
