,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
228,Lenovo 430  Core i5 Laptop Ram 8Gb 128SSD Win 10 Pro Ms Office 2019 pre Loaded used in good condition,165,Lenovo,4.67,ak,8,3
230,Lenovo T 470 core i5 8 gb ssd 256 SSD windows 10 pr MS Office 2019 pre loaded used in very good condition,185,Lenovo,5,ak,9,2
231,Hp ProBook 640 G5 i5 8th Gen 16GB Ram 256GB NVME SSD and 500GB HDD,299,HP,4,UB18 Computers Pte Ltd,23,4
233,"Lenovo ThinkPad X260 Core i5 6th GEN,  Windows 11  PRO , MS Office Package , (Refurbished)",219,Lenovo,4.75,UB18 Computers Pte Ltd,189,48
234,Lenovo ThinkPad T460s、T470s、T480s/Intel Core i7/20G RAM/1TB SSD/integrated graphics/HDMI+WIFI+HD Camera,616.22,Lenovo,5,Focusing on IT laptop,10,7
237,"Lenovo ThinkPad T470 14-inch HD with 24GHz Intel Core i5 7th Gen 8GB, 256GB SSD Thunderbolt Windows 10 Pro Office Refurbished",229,Lenovo,5,Laptop Options,5,2
238,Refurbished - Dell Latitude 7490 Laptop 14 - Intel Core i7 8th Gen - i7-8650U - Dual Core 42Ghz - 256GB SSD - 8GB RAM - 1920x1080 FHD - Windows 10 Pro - 3 Month Warranty,349,Dell,4,Computer House,12,2
240,Dell Latitude 7480 14-inch Touch Screen Laptop Intel i5-6300U 24GHz 8GB DDR4 256GB SSD Win10,340,Dell,5,Tech to Next Generation,10,4
242,"HP Laptop 15-fd1033TU | 156"" FHD (1920 x 1080), IPS | Intel Core Ultra 5 125H | Intel Graphics | 16GB RAM | 512GB SSD | Win11 home | 2Y Onsite",919,HP,4.79,ATRiX Aurora Computer,138,42
243,[AMD Ryzen 7 7730U] Acer Swift Go 14 AMD | SFG14-41-R7PF/R1FA 14-Inch FHD IPS 100%sRGB Thin & Light Laptop | 16GB RAM,999,Acer,4.87,Acer,187,54
247,"Hp Z bookG5 laptop 173"" Core i 5  8th Gen | 8/16/32GB DDR4 SDRAM 128/256/512SSD | 500 hd  win 10 pro MS Office 2019 rarely used as new",310,HP,5,ak,5,4
250,Dell Precision 3551 Mobile Workstation Laptop Intel Core i7 10th Gen 32GB RAM 512GB SSD Nvidia P620 4GB Graphic,589,Dell,4.67,UB18 Computers Pte Ltd,154,51
252,HP ELITEBOOK 840G2/5Th Gen processor/Dual Core Four Thread/DDR3 16GB RAM+1TB SSD/Brand new,592.44,HP,5,IT-Laptop Mall,7,5
253,Lenovo T470  Core i5 Gen 6 |  8/16 GB DDR4 SDRAM 128/256 SSD 6th Gen Win 10 n MS Office Pre Loaded  (Not touch Screen) used as new,199,Lenovo,4.7,Grandlink,23,10
254,"Dell laptop 6430/6320/6330  Core i5 8, 16/128, 256SSD  Windows 10 Pro MS Office 2019 Pre  Loaded Battery very good HDMI port Bag and Adaptor Condition overall nice Used in good condition",165,Dell,5,Grandlink,18,7
255,"Dell Latitude E5290 , Core i5 8th Gen  8GB/16GB Ram  256GB/512GB SSD Windows 11 Pro with  Ms Office",239,Dell,4.36,UB18 Computers Pte Ltd,125,22
257,Dell Latitude E5580/7Th Gen processor/156in/16GB RAM+1TB SSD/Built in numeric keypad,577.77,Dell,5,16G+Laptop Mall,20,9
260,"Lenovo ThinkPad X1 Carbon  i7 7th Gen Full HD 14inch  Win 11, Ms Office, 3 Months Warranty",349,Lenovo,4.48,UB18 Computers Pte Ltd,93,23
261,HP Intel i5 Laptop | EliteBook 820 | 512GB | Up to 16GB RAM | Fast Boost Up | Free MS Office | Windows 11 | Fast Shipping,289,HP,4.34,Fuji Gadgets,182,47
266,Dell Laptop/laptop brand new original/Dell Latitude E7450/14in/Core i7-5500U/16GB Memory/1TB SSD/integrated graphics,576.65,Dell,5,Game Computer Mall,5,4
268,"New model  HP Same Day Delivery  Hp 15-Dy1031Wm Laptop Intel Core i3-1005G1 Choose 16GB or 8GB Ram 256GB  or 500GB  SSD Windows 11 Home  5G Wifi/Lan In-build Webcam 1 year warranty, open box Cosmetic Clearance(not used)",588,HP,4.67,RajaRaja,15,3
271,"Lenovo ThinkPad X1 Carbon  i7 8th Gen Full HD 14inch, 16GB RAM   Win 11PRO, MS Office,  Weight 1KG",449,Lenovo,4.88,UB18 Computers Pte Ltd,149,26
275,"Lenovo ThinkPad T580 refurbished Laptop, FHD 156” Touchscreen i5 8th Generation 8Gb RAM 256GB SSD with Free bag, Mouse & USB C Power Adapter",350,Lenovo,5,WORLDWIDE COMPUTER SERVICES PTE LTD,15,3
282,"Dell 7400 8 Gen Core i5  | 8, 16, 32/ 128, 256, 512GB  Window 10 pro MS Office preloaded Refurbished",220,Dell,5,akexports,14,3
283,"Lenovo ThinkPad X280 X270 X260 laptop/125""/Intel Core i7/8G Memory/256GB SSD",442.5,Lenovo,4.33,Yoshik Mall,8,6
288,Lenovo 156 Inch Intel i5 Laptop / 256GB / Up to 16GB RAM / Fast Boost Up / Free MS Office / Windows 11 / Fast Shipping,249,Lenovo,3,Fuji Gadgets,6,2
289,"Apple 15-inch MacBook Air: Apple M2 chip with 8-core CPU and 10-core GPU, 256GB",1916.55,Apple,4.82,Apple Flagship Store,391,112
290,"HP Laptop 15-FD1185TU | 156"") diagonal, FHD (1920 x 1080), IPS | Intel Core 5 120U | Intel Graphics | 8GB RAM | 512GB SSD | Win11 Home |2Y Onsite",889,HP,5,ATRiX Aurora Computer,9,2
294,"Intel UHD Graphics[Best Seller] IdeaPad 1 14IJL7 | 82LV005YSB |  14"" HD (1366x768) TN 220nits Anti-glare | Intel Celeron N4500 | 4GB DDR4 | 128GB eMMC | Win11 Home in S mode | 1Y",369,Lenovo,4.95,Lenovo Authorised Store,53,19
299,"Dell Latitude 7490 Laptop, 140 inches  Non-Touch, Intel Core 8th Gen i7-8665U, 8GB RAM, 256GB SSD, Windows 10 Pro (Refurbished)",349,Dell,5,Laptop Options,7,4
300,[Refurbished] HP PROBOOK 450 G3 | 156 inch | Intel i5-6300U 6th Gen | 8GB Ram | 256GB SSD | 90 Day Warranty | FREE Laptop Bag + Wireless Mouse,249,HP,5,Computer House,6,1
301,Lenovo ThinkPad T490 14” Touchscreen Laptop Gen8 Intel Core i7 RAM 8/16/32GB 256/512GB NVMe HDMI USB-C ThunderBolt-3 WebCam W11Pro Used 30 Days Warranty - LeInfotech,438,Lenovo,4.54,Le Infotech,64,13
303,"Refurbished Dell Latitude 5490 Core i5 8th Generation, 14-Inch Screen, Windows 11 PRO",209,Dell,5,UB18 Computers Pte Ltd,5,1
307,[Various HP 14 inch Refurbished Laptop] HP Elitebook 840 G1 G2 G3 G4 G5 9480m 1040 G3 450 G4,299,HP,5,Casterly Warehouse,9,2
310,"HP Probook 640 G2 i5 6th  Gen  14inch Laptop, HDMI ,Type C USB , Windows 11 PRO with MS Office,",195,HP,4.14,UB18 Computers Pte Ltd,14,7
312,Dell Latitude 7300 133  Core i5-8365U 8GB RAM 256GB SSD,260,Dell,4.67,Tech to Next Generation,9,3
314,"Lenovo IdeaPad Slim 3 14ABR8 | 82XL0038SB | 14"" FHD (1920x1080) IPS 300nits Anti-glare | Ryzen 7 7730U | Radeon Graphics | 16GB RAM | 512GB SSD | Win11 Home | 1Y Premium Care",869,Lenovo,5,ATRiX Aurora Computer,110,44
315,"ASUS Vivobook Go 14 | E1404FA-NK106W | 140"" FHD 1920x1080) Display | Ryzen 5 7520U | AMD Radeon Graphics | 8GB RAM | 512GB SSD | Win11 Home | 1 Year ASUS Warranty",725,ASUS,4.91,ATRiX Aurora Computer,444,150
323,"HP EliteBook 840 G2 Business Notebook with 14 Inch HD Display, Intel Core i7 CPU 5th Gen, 8GB RAM, 256 GB hddWindows 10 Office 2019 ,Zoom,WFH",199,HP,3.67,Laptop Options,17,3
324,"[Refurbished] | HP ELITEBOOK 840 G1 141"" | Intel Core i5-4300 4th Gen | 8GB Ram | 500GB HDD / 256GB SSD | 90 Day Warranty | FREE Laptop Bag + Wireless Mouse + Anti-Virus",229,HP,5,Computer House,16,1
326,OFFER !! Branded Lenovo ThinkPad X270 i5-6th Gen 8GB RAM 256GB New SSD Windows 11 Pro MS office (Refurbished),195,Lenovo,4.55,WORLDWIDE COMPUTER SERVICES PTE LTD,33,11
334,"Refurbished Dell Latitude E5250  , Core i5 5th gen / 8GB Ram/ 256GB SSD/ Windows 11",189,Dell,4.67,UB18 Computers Pte Ltd,49,12
340,"ASUS Vivobook S 15 OLED S5507QA-MA056W 156"" AI Laptop (Snapdragon X Elite X1E 78 100 | Qualcomm Adreno GPU | 32GB/1TB)",2099,ASUS,4.75,ASUS Official Store,8,4
341,"Apple 13-inch MacBook Air (M3) with 8-core CPU and 10-core GPU, 8GB",1719.9,Apple,4.68,Apple Flagship Store,83,28
345,"ThinkPad X13 Business Laptop | 133"" WUXGA FHD | i5-10310U 16GB 512GB  |Windows 11 Pro Microsoft Office 2021",599,Lenovo,5,Laptop Kingdom,5,4
349,HP 2570 CORE i7 Screen 125  8GB/256SSD  Win 10 Pro Ms Office 2019 Pre Loaded Refurbished,188,HP,5,ak,9,3
350,Lenovo ThinkPad L540 L440 laptop/Intel Core i3 i5 i7 Fourth generation processors/16G Memory/512GB SSD+1TB HDD,472.04,Lenovo,4.75,Yoshik Mall,25,12
356,Dell Latitude E6420 / Core i5/ 8GB Ram/ 500GB HDD/ Windows 10/ Ms Office,209,Dell,4.51,UB18 Computers Pte Ltd,117,43
362,"Lenovo ThinkPad T430 ,Core i5 ,3rd GEN, 8GB Ram Windows 10/11 PRO, MS Office Package, (Refurbished)",189,Lenovo,4.32,UB18 Computers Pte Ltd,72,25
363,[EzoneSG] Lenovo ThinkPad T530 (Refurbished) | 156 inch Display Screen | Intel Core i5-3rd Gen | 4/8 GB RAM |500 GB HDD or 128/256 GB SSD | Windows 10 Pro | Ms office | No Webcam,199,Lenovo,5,Ezone.SG,11,5
370,Edxis Chromebook 11 (S20-CS) 2020 MODEL,480,EDXIS,5,EDXIS,16,2
371,[Free $80 OFF Acerpure Voucher] [AI PC] [Intel Core Ultra 5 125H] Acer Swift Go 16 | SFG16-72-5315 16-Inch WQXGA+ OLED 120Hz Display Laptop,1199,Acer,5,Acer,9,5
372,Lenovo Xiaoxin 16 SE 2025 Laptop/Lenovo Xiaoxin 15 SE 2025/ Lenovo Xiaoxin 14 SE/Lenovo Xiaoxin Laptop/Lenovo Laptop/AMD Ryzen 7 8745HS/i5-13420H CPU/Lenovo Notebook/联想小新16 SE 2025,1058,Lenovo,5,KK Technology,6,1
376,"24Hr Delivery,Choose 388$, new model LENOVO laptop14 inch Pentium N5030 quad core upto 31ghz,Choose 480GB SSD or 256 GB SSD or 128GB SSD , 4GB RAM ,Win 11 Home Ice Blue, 1 year warranty ,Webcam ,bag ,mouse ,New not used, Cosmetic Clearance",388,Lenovo,4.94,RajaRaja,56,16
379,Lenovo ThinkPad P53 i7 9th Generation 32GB Ram 512GB SSD Quadro P1000 4GB Graphics 156inch Workstation,689,Lenovo,4.95,UB18 Computers Pte Ltd,202,29
385,Dell Latitude 7280 Intel Core 125 inch FHD i5-6600U 8GB DDR4 256GB SSD Windows 10 Pro Business Ultrabook office 2019 zoom,200,Dell,5,Laptop Options,6,1
387,Dell Latitude E7240 / Core i5/ 8GB Ram/ 256GB SSD/ Windows 11/ Ms Office,199,Dell,4.15,UB18 Computers Pte Ltd,44,13
388,"HP ZBOOK STUDIO G5 MOBILE WORKSTATION, XEON E-2176M, 32GB RAM, 512GB M2 SSD, WEBCAM, WINDOWS 10PRO, INTEL(R) UHD P630, NVIDIA P1000 GPU, OPEN OFFICE",640,HP,5,PC JUNCTION PTE LTD,6,2
391,[EzoneSG] Lenovo ThinkPad T530 (Refurbished) | 156 inch Display Screen | Intel Core i5-3rd Gen | 4/8 GB RAM |500 GB HDD or 128/256 GB SSD | Windows 10 Pro | Ms office | No Webcam,199,Lenovo,5,Ezone.SG,15,4
394,Lenovo ThinkPad X270 core i5 6th gen  8/128 GB win 10 pro MS Office 2019 used in very good condition,175,Lenovo,5,ak,8,4
396,"Lenovo ThinkPad T440p i5 4th Gen 8GB Ram 256GB SSD, Ms office, 3 months warranty",230,Lenovo,4.5,UB18 Computers Pte Ltd,92,20
398,[Refurbished] Various Lenovo ThinkPad T Series  T490 / T14 G1 / T470s / T460s / T460 / T470,229,Lenovo,5,Casterly Laptops,5,1
403,"Lenovo ThinkPad T460s i7 6th Gen, Ultrabook,,Win 11",269,Lenovo,4.55,UB18 Computers Pte Ltd,120,33
406,"HP Laptop 14-ep1054TU | 14"" diagonal, FHD (1920 x 1080), IPS | Intel Core Ultra 5 125H | 16GB RAM | 512GB SSD | Win11 Home | 2Y Onsite Warranty",1049,HP,4.88,ATRiX Aurora Computer,340,136
408,2024 ASUS Zenbook 14 Computer Notebook|UX3405 ASUS Lingyao 14 Laptop|ASUS Zenbook Laptop|Ultra7 155H|Ultra9 185H 32GB RAM 2TB SSD Noteboo|14inches 28K 120Hz OLED Screen|灵耀14|ASUS Laptop,1330,ASUS,5,MOMO Technology,34,10
409,2024 Lenovo Xiaoxin Pro 14 Laptop/Lenovo Xiaoxin Laptop/Lenovo Laptop/Lenovo AMD R7 8845H/32GB 1TB SSD Notebook/14'' 28K 120Hz OLED Screen Laptop/Lenovo Computer Notebook PC/联想小新Pro 14/联想笔记本,1172,Lenovo,5,KK Technology,25,8
410,"ASUS Vivobook Go 15 | E1504FA-NJ256W | 156"" FHD 1920x1080 Display | Ryzen 5 7520U | Radeon Graphics | 8GB RAM | 512GB SSD | Win11 Home | 1 Year ASUS Warranty",725,ASUS,4.9,ATRiX Aurora Computer,217,71
420,Lenovo ThinkPad T480 Touch screen 14” Laptop Intel Core i5-8250U 8/16/32GB 256/512GB SSD HDMI USB-C ThunderBolt 3 WebCam W11Pro Used,348,Lenovo,4.33,Le Infotech,26,9
427,Lenovo ThinkPad T480s 14” Touchscreen Ultrabook Laptop Gen8 Intel Core i5 RAM 8-40 GB 256-1 TB SSD HDMI USB-C ThunderBolt-3 WebCam W11Pro Used 30 Days Warranty - LeInfotech,368,Lenovo,5,Le Infotech,87,11
429,Dell Latitude E7490 E7450/Intel Core i7/14in HD/16GB RAM+1TB SSD/Brand new,554.62,Dell,4.78,IT-Laptop Mall,18,9
430,DELL 7470 Core i5 | 8/16 DDR4 SDRAM 128/256/512SSD | SIXTH GEN  Win 10 Pro MS Office 2019 Refurbished,185,Dell,5,ak,9,4
433,HP ELITEDESK 800 G3 MINI 35w Intel Core i5 6th Gen  8 GB RAM 256 GB SSD Windows 10 Pro MS office 2019 Power Adaptor REFURBISHED,170,HP,5,Grandlink,8,1
436,Lenovo ThinkPad P52s 156” Slim Mobile Workstation 4-Core Intel i7-8650U 16/32/64 GB 1TB/512GB NVMe Quadro P500 2GB HDMI USB-C W11Pro Used,528,Lenovo,4.86,Le Infotech,27,7
438,Dell latitude 3440 I3/ 4th gen/8GB Ram/500GB Hdd/Windows 10 PRO/FREE Mouse and Bag,250,Dell,5,Universal Computer Services,5,1
440,"Lenovo IdeaPad Slim 5 14Q8X9 | 83HL0017SB | 14"" FHD+ (1920x1200) IPS 300nits  | Snapdragon X Plus X1P-42-100 | Qualcomm Adreno GPU | 16GB RAM | 512GB SSD | Win11 Home | 2Y Premium Care",1299,Lenovo,4.92,ATRiX Aurora Computer,141,40
441,"DELL Latitude 5450 Laptop | 140"" FHD (1920x1080) 60Hz, IPS | Intel Core Ultra 5 125U | 16GB DDR5 | 512GB SSD | Win11 Pro | 3Yrs ProSupport NBD",1199,Dell,5,ATRiX Aurora Computer,20,6
445,"Same Day Delivery, HP 14-dq1089wm or 14-dq1088wm, 14inch Choose(i5-1035G1 or i3-1005G1), 16GB or 8GB RAM 256GB or 512GB SSD, Windows 11, 5G Wifi/Lan  In-build Webcam ,Color Green,1 year  warranty, wireless mouse and HP bag",588,HP,5,RajaRaja,16,2
446,"New model, Same day delivery,HP 14-db0043wm or 14-db0061cl Chromebook, 14inch, FullHD, A4-9120C, 4GB RAM 32GB eMMc, Chrome OS, Choose(Ink Blue,White), 1 year waranty, laptop bag mouse new not used, Cosmetic Clearance",688,HP,5,RajaRaja,20,2
454,Dell E6230 i5 8GB 256GB SSD Windows 10 MS office,189,Dell,3.86,UB18 Computers Pte Ltd,23,7
456,Lenovo Thinkpad X220  / Core i5/ 8GB Ram/500GB HDD/ Windows 10/ Ms Office,229,Lenovo,4.47,UB18 Computers Pte Ltd,69,19
458,HP Elitebook 840 G3 14inch FHD Screen,299,HP,5,JK Info Tech & Trading ,13,1
468,"Toshiba Portege R930 133"" / i5 Processor / 8GB Ram / 500GB HDD / Windows 10 [Refurbished][Same Day Delivery]",340,Toshiba,5,Universal Computer Services,6,1
474,"ThinkPad X1 Carbon Gen 11 | 21HM00B9SG | 14"" FHD+ (1920x1200) IPS 400nits | Intel Core i7-1355U | 32GB RAM | 1TB SSD | Win11 Home |  3Y Premier Support",2299,Lenovo,5,ATRiX Aurora Computer,28,8
476,[NEW AI PC][Intel Core Ultra 7 155H] Acer Swift Go 14 | SFG14-73-7691/7516 14-Inch 28k OLED Display Laptop,1399,Acer,5,Acer,11,2
480,"Lenovo IdeaPad Pro 5 14IMH9 | 83D2000ASB | 14"" 28K (2880x1800) OLED 400nits | Intel Core Ultra 9 185H | 32GB RAM | 1TB SSD | Win11 Home | 2Y Premium Care",1799,Lenovo,5,ATRiX Aurora Computer,29,6
481,"Dell Latitude 3450 Laptop | 140"" FHD (1920x1080) | Intel Core i5-1335U | 8GB RAM | 512GB SSD | Win11 Pro | 1Y Warranty",999,Dell,4.92,ATRiX Aurora Computer,32,12
483,"ThinkBook 14 G7 IML 21MR00DJSB/21MR00DESB | 14"" FHD+ (1920x1200) IPS 300nits |  Intel Core Ultra 7 155U/Intel Core Ultra 5 125U | 8GB RAM | 512GB SSD | Win11 Home | 3Y Onsite",1099,Lenovo,5,ATRiX Aurora Computer,43,8
484,"Latitude 12"" 7280 Business Class Laptop i5 6th gen 8gb ram 256gb SSD(Refurbished)",350,Dell,5,Tech to Next Generation,5,3
489,"Lenovo IdeaPad Slim 5 | 83J20001SB | 133"" FHD+ (1920x1200) IPS 400nits | Ryzen 7 7735HS | Radeon 680M Graphics | 16GB RAM | 1TB SSD | Win11 Home | 2Y Premium Care",1099,Lenovo,4.82,ATRiX Aurora Computer,226,76
496,"(Refurbished) LENOVO THINKPAD X270, CORE I5-6TH GEN 8G 256GB SSD",210,Lenovo,5,Tech to Next Generation,9,2
498,"[Laptop] Microsoft Surface Laptop Go 3 -  124"" Touchscreen - Intel® Core™ i5 256GB - 16GB LPDDR5 RAM",1168,Microsoft,5,Microsoft,9,2
499,Acer Chromebook 314 | C936T-C651 14 Inch FHD IPS Multi-Touch Screen,598,Acer,5,Acer,23,8
502,2024 Lenovo ThinkBook Laptop|Lenovo ThinkBook 16 Slim Laptop|Lenovo ThinkBook 14 Laptop| Intel Core Ultra 7 |Ultra 5 CPU|AMD R5-8645H/R7-8845H CPU Notebook|16inch 25K 120Hz Notebook Computer| Lenovo Computer Notebook PC,1078,Lenovo,5,MOMO Technology,5,2
507,2024 Lenovo ThinkBook 16 Laptop/Lenovo Laptop/ThinkPadThinkBook 16 Notebook/Lenovo Intel Core Ultra7 155H/Ultra5 125H Laptop/AMD Ryzen7-8845H联想ThinkBook笔记本/联想笔记本,1088,Lenovo,5,KK Technology,5,3
508,"Hp Elitebook 830 G5 i7 8th gen 8GB/16GB  256GB /512GB SSD  win11 pro , ms office",399,Hewlett Packard,5,UB18 Computers Pte Ltd,11,3
510,"Apple 15-inch MacBook Air: Apple M2 chip with 8-core CPU and 10-core GPU, 512GB",2216.55,Apple,4.75,Apple Flagship Store,204,63
511,"[Free $80 OFF Acerpure Voucher] [LATEST Copilot+ PC] [Intel Core Ultra 7 processor 258V] Acer Swift 14 | SF14-51-76C2/79ND Copilot+ PC 14"" WUXGA (1920x1200)/3K (2880x1800) OLED Display laptop",1799,Acer,4.97,Acer,86,31
514,[ASUS Warranty]2025 ASUS Zenbook 14 Laptop/UX3405CA/ASUS Zenbook Laptop/ASUS Lingyao 14/ASUS Laptop/ASUS Intel Core Ultra9 285H 32GB RAM 1TB SSD Notebook/ASUS Laptop14inch 28K 120Hz OLED Screen/华硕灵耀14/华硕笔记本电脑,1840,ASUS,5,Violetech,8,3
522,"[Next Day Delivery] [Refurbished] HP ELITEBOOK 840 G7 I7-10610U 10th Gen14"" FHD IPS, 16GB Ram, 512GB SSD, Wifi 6, Bluetooth 50, Win 11 Pro, MS Office 2019, 3-Month Warranty",499,HP,5,Leeshan Trading,13,3
524,"[Nextday Delivery] LENOVO T470S: Thinkpad 14"" FHD display/ Intel Core i7 7th Gen/ 8GB RAM / 256GB SSD /WINDOWS 10 PRO /MS Office (Refurbished)",350,Lenovo,4.93,Leeshan Trading,93,27
525,"Dell Latitude 12"" 7280 / Intel Core i5 (6th Gen) 6300U / 24GHz / 8GB RAM/ 256GB SSD / Win 10 Pro",400,Dell i5,5,Universal Computer Services,10,2
527,DELL Latitude 5480 i5 6th  / 7th gen 16GB  512GB SSD Win 11 Ms office,199,Dell,3.67,UB18 Computers Pte Ltd,33,5
528,"24Hr delivery, choose 488$, Brand Lenovo IdeaPad 3, 156 inch ,New Intel i3-1005G1 up to 34GHz, Choose 16GB RAM or 8GB ,Choose 480GB SSD or 240GB, webcam, Wi-Fi 5Ghz,Bluetooth,Windows 11,1 year warranty, color Sandal / Almond,,mouse",488,Lenovo,4.57,RajaRaja,20,7
532,Lenovo Thinkpad T430  / Core i5/ 8GB Ram/256GB SSD/ Windows 10/ Ms Office,269,Lenovo,4.36,UB18 Computers Pte Ltd,50,7
533,"[Next day deliver]LENOVO T480 Thinkpad 14""Touch display/ Intel Core i5-8350U 8th Gen/ 8GB RAM / 256GB SSD /WINDOWS 10 PRO /MS OFFICE(Refurbished)",325,Lenovo,5,Leeshan Trading,6,1
541,"New Model  10th gen HP Notebook 156 inch  Choose  i5-1035G1 or i3-1005G1  8GB RAM 256GB/512gb WD m2 SSD Windows 11 Home Natural Silver In-build Webcam 1 year warranty ,upgraded ,",548,HP,4.74,RajaRaja,87,27
543,"Lenovo IdeaPad 1 14IJL7 | 82LV005YSB | 14"" HD (1366x768) TN 220nits Anti-glare | Intel Celeron N4500 | 4GB DDR4 | 128GB eMMC | Win11 in S mode | 1-year Courier or Carry-in",369,Lenovo,5,ATRiX Aurora Computer,62,10
548,"[NEW AI READY][Intel Core 7 processor 150U] Acer Aspire Spin 14  ASP14-51MTN-71E8 14"" WUXGA IPS Touch Screen Laptop",1299,Acer,5,Acer,21,5
552,2024 ASUS Zenbook 14 Laptop/ASUS Laptop/ASUS Lingyao Laptop/ASUS Zenbook Laptop/ASUS Notebook Computer/华硕灵耀笔记本/华硕灵耀14/华硕电脑/ASUS Intel Core Ultra 7 155H /32GB 1TB 14 Inch 28K 120Hz OLED Screen Computer,1274,ASUS,4.84,DS Moblie Store,65,25
553,ASUS Zenbook 14 UM3402YA-KP753W | 140” WQHD (2560 x 1600) Anti-glare | Ryzen 5 7430U | Radeon Graphics | 16GB RAM | 512GB SSD | Win11 Home | 1Y ASUS Warranty,1099,ASUS,4.98,ATRiX Aurora Computer,361,127
561,Lenovo ThinkPad T14  i7 10th Gen Ultrabook 16GB Ram 512GB SSD with Win 11 pro ms office,389,Lenovo,4.29,UB18 Computers Pte Ltd,39,7
564,ABEX FLIPPER EDGE V8 / TOUCHSCREEN QHD Display / 16GB RAM / 14 inch Portable 2in1 Convertible Laptop / SG Local Brand,699,ABEX,5,ABEX,11,5
566,Lenovo Thinkpad T420  / Core i5/ 8GB Ram/ 500GB HDD/ Windows 10/ Ms Office,229,Lenovo,4.24,UB18 Computers Pte Ltd,97,33
567,"ThinkBook 15 | 21DLA0AXSB | 156"" FHD (1920x1080) IPS 300nits Anti-glare | Ryzen 5 5625U | Free upgrade to16GB RAM | 512GB SSD | Win11 Home | 3Y Onsite",979,Lenovo,5,ATRiX Aurora Computer,12,5
577,Lenovo Laptop|2024  Lenovo ThinkBook 14+ Laptop| Intel Core Ultra7 155H/Ultra5 125H RTX4050/RTX4060 CPU  Notebook Computer|145-inch 3K Screen Notebook PC|Lenovo ThinkBook Laptop,1145,Lenovo,5,MOMO Technology,6,4
580,"Lenovo IdeaPad Slim 3 14ABR8 | 82XL0038SB | 14"" FHD (1920x1080) IPS 300nits Anti-glare | Ryzen 7 7730U | Radeon Graphics | 16GB RAM | 512GB SSD | Win11 Home | 1Y Premium Care",869,Lenovo,4.33,Lenovo Authorised Store,24,3
581,Lenovo Thinkpad X230  / Core i5/ 8GB Ram/ 128GB SSD/ Windows 10/ Ms Office,239,Lenovo,4.53,UB18 Computers Pte Ltd,129,34
582,HP Laptop 14-ep0192TU | 140 FHD Antiglare IPS 250nits | Intel Core i5-1335U | 8GB DDR4 | 512GB SSD | Win11 Home | 1Y HP Warranty,799,HP,4.92,ATRiX Aurora Computer,43,11
584,"Lenovo Yoga Slim 7 14IMH9 | 83CV0031SB | 14"" FHD+ (1920x1200) OLED | Intel Core Ultra 7 155H | Intel Arc Graphics | 32GB RAM | 1TB SSD | Win11 Home | 2Y ADP+Premium Care",1799,Lenovo,5,ATRiX Aurora Computer,60,29
586,"ASUS Zenbook 14 UM3402YA-KP811W | 14"" WQXGA Anti-Glare 400nits | Ryzen 5 7430U | AMD Radeon Graphics | 16GB RAM | 1TB SSD | Win11 Home | 1 Year ASUS Warranty",1299,ASUS,5,ATRiX Aurora Computer,45,14
589,"Apple 14-inch MacBook Pro: Apple M3 chip with 8‑core CPU and 10‑core GPU, 512GB/1TB SSD",2063.9,Apple,4.83,Apple Flagship Store,123,36
592,"ASUS Vivobook 14 | A1405Z-ALY236WS | 140-inch, FHD+ (1920 x 1200) | Intel Core i5-12500H | Iris Xe | 16GB RAM | 512GB SSD | Win11 Home | 1Y ASUS Warranty",849,ASUS,4.9,ATRiX Aurora Computer,115,40
593,"ASUS Vivobook 15 | X1504ZA-BQ1318W | 156"" FHD Anti-Glare 250nits | Intel Core i7-1255U | Iris Xe | 16GB DDR4 | 512GB SSD | Win11 Home | 2 Years ASUS Warranty",1099,ASUS,4.98,ATRiX Aurora Computer,155,51
599,"[i7+24GB] Lenovo ThinkPad E14 Gen 4 Laptop|14""FHD|i7-1255U|Win11 Pro| 3Yrs Onsite| Brand New",1019,Lenovo,5,Ai PC,6,1
603,Hp EliteBook 840 G2 i5 5th Gen 8GB Ram 256GB SSD win11 pro with  ms office,219,Hewlett Packard,4.11,UB18 Computers Pte Ltd,26,9
606,"HP Laptop 15-fd1188TU | 156"" diagonal, FHD (1920 x 1080), IPS | Intel Core Ultra 5 125H | Intel Graphics | 16GB RAM | 512GB SSD | Win11 Home | 2Y Onsite warranty",1049,HP,4.97,ATRiX Aurora Computer,150,61
616,ASUS Zenbook 14 2024 Laptop/ASUS Lingyao 14 Laptop/ASUS Zenbook Laptop/ASUS Laptop Intel Core Ultra 7 155H/Ultra9 185H 32GB 2TB SSD 14 inch 28K 120Hz OLED Screen Notebook Computer/华硕灵耀14/华硕笔记本,1270,ASUS,5,Eliauk,25,6
621,2025 ASUS Zenbook 14 Laptop/ASUS Lingyao 14/Intel Core Ultra 9 285H 32GB RAM 1TB SSD Notebook/Intel® Arc™ Graphics/ASUS Laptop 14 inchs 28K 120Hz OLED Screen/华硕笔记本电脑,1840,ASUS,5,MOMO Technology,8,2
622,"ASUS Vivobook 14 | X1404VA-EB417W | 14"" FHD (1920x1080) Anti-Glare 250nits | Intel Core 5 Processor 120U | Intel Graphics | 16GB RAM | 512GB SSD | Win11 Home | 2 Years ASUS Warranty",999,ASUS,5,ATRiX Aurora Computer,92,28
