,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
123,Lenovo 530 Wireless Mouse - 1200 DPI - Up to 12 Months Battery Life - Lightweight Ambidextrous design,54.0,Motorola,5.0,Lenovo & Moto Accessories Store,119.0,33.0
124,Logitech M221 Silent Wireless Mouse (Charcoal/Blue/Red/Rose/Off White),59.0,Logitech,4.88,MY ALLEY,482.0,104.0
125,Xpanse Wireless Charging Mouse Bluetooth silent Mouse Ergonomic comfort Grip Mouse,199.0,Xpanse,5.0,Xpanse,50.0,17.0
126,Lenovo M25 Bluetooth Portable Silent Mini Wireless Mouse dengan 24GHz berkualiti tinggi optik ergonomik PC permainan tetikus tetikus tanpa wayar untuk rumah pejabat menggunakan,42.0,Lenovo,4.85,Lenovo Online Mall,31.0,58.0
127,Delux M618DB Wireless Vertical Mouse Ergonomic 6 Buttons MAX 2400DPI 24GHz Bluetooth Rechargeable With RGB light M Size For PC/Laptop/Windows/Mac Black White,72.99,Delux,4.88,Delux Official Store,1600.0,652.0
128,Mipow Smart Touch Mouse Bluetooth 50 Wireless 24G Silent Arc Touch Mouse With Bag Ultra Thin  For MicMicrosoft Laptop,80.11,Mipow,5.0,Mipow Official Store,54.0,41.0
129,UGREEN 24G Wireless Vertical Mouse 4000DPI Ergonomic for Laptop PC Windows Mac OS Model:55916,69.0,UGREEN,4.75,UGREEN Official Store,8.0,4.0
130,Xiaomi Wireless Mouse Lite,39.0,Xiaomi,4.86,Xiaomi IOT Authorized Store Tradeshoppe,420.0,111.0
132,LOGITECH Wireless Mouse M220 SILENT Optical Wireless Mouse,23.0,Logitech,4.5,MS IT Global,9.0,4.0
133,Prolink Bluetooth 52 Silent Mouse Aluminium Housing 6-Button 1600dpi On/Off Button PMB8001,65.0,Prolink,4.84,Prolink,151.0,62.0
134,AULA S20 / S80 Gaming Mouse Marco Programmable Cool Lighting USB Optical Mouse Gaming for PC Laptop Computer,56.9,AULA,4.86,AULA Malaysia Flagship Store,152.0,51.0
135,Logitech M331 Silent Plus Wireless Mouse,58.0,Logitech,4.59,YES IT DISTRIBUTION,84.0,22.0
136,Logitech M170 Wireless / Cordless USB Optical Ambidextrous Compact Portable Mouse 24GHz - Black,35.0,Logitech,4.92,ALL IT Hypermarket,1200.0,163.0
137,Logitech M240 Silent Bluetooth Mouse Graphite / Off-white / Rose,63.0,Logitech,4.97,ASUKA EXPRESS,119.0,34.0
139,Lenovo ThinkPad Essential Wireless Mouse (Black) - 4X30M56888,55.0,Lenovo,5.0,CGi-Store,185.0,38.0
140,HP 150 Wireless Mouse - Black,39.0,HP,4.97,HP BRAND SHOP - SNS,161.0,34.0
141,Baseus Editor Series Wireless Mouse with Long Battery Life Digital Display,165.0,BASEUS,4.67,Baseus Official Store,32.0,12.0
142,"UGREEN Wireless Mouse, 6 Silent Buttons, 24G with USB Mini Receiver, 5 Level DPI Setting 4000DPI, Ambidextrous PC",30.9,UGREEN,4.94,UGREEN Official Store,781.0,309.0
143,Niye Laptop Wired Mouse Business Mouse Ultra-thin Optical USB Socket Mouse for Laptop PC Computer,8.99,Niye,4.93,niye,38.0,22.0
144,"Logitech MX Anywhere 2S Wireless Mouse, Multi-Device, Bluetooth, 200 to 4000 DPI Any Surface Laser Tracking, 7-Buttons, laptop/ PC/ Mac/ iPad OS",249.0,Logitech,4.96,Logitech,2300.0,720.0
145,"HP X9500 BLUETOOTH WIRELESS MOUSE [ 1000-1600 DPI ] [ SUITABLE LAPTOP, NOTEBOOK , TABLET , SMART TV ]",39.9,HP,5.0,GIGABUY -ONLINE GADGET STORE,18.0,10.0
148,"LOGITECH M170 Wireless Mouse with Compact Design, 10m Range Connect, Easy Navigation & Smooth Control",36.9,Logitech,4.99,ALCOM Online Store,2700.0,388.0
151,Baseus F02 Ergonomic Wireless Mouse（without Battery）,75.0,BASEUS,5.0,Baseus Official Store,9.0,5.0
152,UGREEN Vertical Mouse / Wireless Bluetooth Ergonomic Mouse / Silent Click / 4000 DPI,72.22,UGREEN,5.0,Alleco,46.0,18.0
153,"Logitech M331 Silent Plus Wireless Mouse, 24 GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC / Mac / Laptop / Chromebook",62.9,Logitech,4.94,Asashi Mall,1300.0,412.0
157,LOGITECH M240 Silent Bluetooth Mouse - Black/White/Pink,56.0,Logitech,5.0,Secret IT,17.0,5.0
158,"Logitech M650 Signature Wireless Mouse - 2-Year Battery, Silent Clicks, Customisable Side Buttons, Bluetooth, Multi-Device Compatibility",139.0,Logitech,4.97,ALL IT Hypermarket,689.0,213.0
160,UGREEN Bluetooth 24G Wireless Ergonomic Silent Mouse 4000DPI for MacBook Tablet Laptop Computer Desktop PC Model: 45149,55.0,UGREEN,5.0,UGREEN Official Store,10.0,5.0
162,"Logitech MX Master 3S / Master 3 Advanced Wireless Mouse with 24GHz Wireless and Bluetooth Connection, Shift Scroll Wheel, Multi OS Compatible, Easy-Switch Between 3 Devices",449.0,Logitech,4.92,MY ALLEY,143.0,26.0
164,[Vktech] 24G Wireless Mouse 1000DPI Optical Mouse Battery Powered Computer Mouse Portable Mouse for Notebook Computer,8.96,Vktech,5.0,Vktech Official Store,9.0,1.0
165,[Delivery in 72 Hours]THUNDEROBOT ML4 Dual-mode Bluetooth Wireless Mouse Noise Reduction Silent Mouse 4000 DPI Rechargeable Long Battery Life Only 50g Lightweight Mouse for PC Laptop White/Orange,69.0,MACHENIKE,5.0,Machenike,22.0,20.0
166,Wireless Mouse Bluetooth 24Ghz Receiver Wireless Mice Rechargeable Wireless Silent LED Backlit Mice for PC Laptop Computer(Tetikus Tanpa Wayar)蓝牙静音鼠标,11.9,MeeGoo,4.88,MEEGOO MALL,77.0,33.0
167,"Double Deals - Logitech M330 Silent Plus Wireless Mouse, 24 GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, PC / Mac / Laptop / Chromebook x 2",136.42,Logitech,4.97,Logitech,1200.0,223.0
168,"Logitech POP Mouse, Wireless Mouse with Customizable Emojis, SilentTouch Technology, Precision/Speed Scroll, Compact Design, Bluetooth, Multi-Device, OS Compatible",159.0,Logitech,5.0,Logitech,17.0,4.0
169,UGREEN 24G 4000DPI Wireless Silent Mouse MU006 - Red,59.0,UGREEN,5.0,CGi-Store,24.0,11.0
170,"WIWU Wireless Mouse 24G Slim Portable Rechargable Computer Mice with Nano Receiver for Notebook, PC, Laptop, Computer",58.41,WIWU,5.0,WIWU,9.0,4.0
171,HP Wireless Mouse 150 | 1600 DPI | 24Ghz (259L1AA) | 1 Year Warranty,41.0,HP,5.0,HP BRAND SHOP - TMT,68.0,11.0
172,"LOGITECH M331 SILENT PLUS WIRELESS MOUSE / USB RECEIVER WIRELESS / (BLACK,BLUE,RED) / 1Y /",63.0,Logitech,4.97,Brightstar Computer,903.0,155.0
173,"Logitech M185 Wireless Mouse, 24GHz with USB Mini Receiver, 12-Month Battery Life, 1000 DPI Optical Tracking, Ambidextrous, Compatible with PC, Mac, Laptop",57.4,Logitech,5.0,Logitech,124.0,39.0
177,"ATTACK SHARK X6 49g SUPERLIGHT Mouse with Charging Dock, PixArt PAW3395 Gaming Sensor, BT/24G Wireless/Wired Gaming Mouse, 26000 DPI",159.01,ATTACK SHARK,5.0,ATTACKSHARK,28.0,14.0
178,inphic M1 Wireless Mouse Rechargeable 24GHz Silent Mouse 1600DPI Right-handed Ergonomic Optical Mice,33.0,inphic,4.95,inphic,73.0,64.0
179,Logitech M240 Silent Wireless Bluetooth Mouse,53.9,Logitech,5.0,Minet STORE ,34.0,8.0
180,Logitech MX Anywhere 3S | MX Anywhere 3 Advanced Wireless Compact Performance Mouse,295.0,Logitech,4.98,E Nation,209.0,87.0
181,"Logitech Signature M650 Wireless Bluetooth Mouse Multi-Device Compatibility ,Customisable Side Buttons , Silent Touch",139.0,Logitech,5.0,MY ALLEY,44.0,10.0
183,Logitech Lift Vertical Ergonomic Mouse Wireless Bluetooth Logi Bolt USB receiver with Quiet Clicks,269.0,Logitech,5.0,ALL IT Hypermarket,172.0,52.0
184,Logitech MX Master 3 MX3 / MX Anywhere 3 anywhere 3s / MX Anywhere 2S / MX Anywhere 3S- Graphite - 24GHZ/BT (910-005698) (910-005992) (910-005156),323.0,Logitech,5.0,ASASHI Technology,124.0,28.0
185,"Logitech B175 Wireless Mouse, 24 GHz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, PC / Mac / Laptop",46.5,Logitech,4.92,Logitech,799.0,134.0
186,[ACEBOOK] USB Mouse 3 Buttons Optical Gaming Game Mouse 7 Colors LED for PC Laptop,260.0,Ace,5.0,Ace Laptop MALL,142.0,45.0
189,Dell MS116 mouse cable computer desktop office laptop home mouse black with USB,10.9,No band,4.71,PICK ME ONLINE,66.0,21.0
190,Baseus Mouse Bluetooth Wireless Computer Keyboard and Mouse Combo with 24GHz USB Nano Receiver for PC MacBook Tablet Laptop,71.9,BASEUS,4.91,BASEUS Digital store,108.0,53.0
191,"UGREEN MU006 24G MODE WIRELESS MOUSE WITH 4000 DPI, 6 BUTTONS, 5 LEVEL DPI SETTING, FULL SIZE ERGONOMIC DESIGN SILENT MICE",28.9,UGREEN,4.82,Ooree Concept Store,44.0,22.0
193,Xiaomi Wireless Mouse Lite 2 1000DPI 24GHz Ergonomic Optical Portable Computer Mouse Office Gaming Mice For PC Laptop Game,26.9,Lenovo Thinkplus,5.0,ThinkPlus Authorized Store,24.0,5.0
194,"MOUSE / LOGITECH M650 WIRELESS MOUSE / BT AND USB RECEIVER WIRELESS / ( GRAPHITE , ROSE , OFF-WHITE )/ 1Y WARRANTY /",122.0,Logitech,5.0,Brightstar Computer,53.0,14.0
197,(1 Year Warranty) CLiPtec Ion-Spirit 24Ghz 1600dpi Rechargeable Wireless Mouse RZS620,28.9,Cliptec,4.82,Mama Gadgets,71.0,21.0
198,HXSJ M60 Mouse Type C Mouse + Wireless Mouse USB Receiver 24G Optical Silent Mouse Mute Mouse Chargeable Mouse Mute Mouse Silcent Mouse Mice USB Type C Receiver Nano mini Receiver 1600 DPI for PC Laptop,17.67,HXSJ,5.0,HXSJ Digital,8.0,4.0
199,LOGITECH M331 SILENT PLUS WIRELESS MOUSE,59.0,Logitech,4.74,mybestmy,101.0,167.0
200,JTKE Wireless Mouse Vertical Gaming Mouse USB Computer Mice Ergonomic Desktop Upright Mouse 1600 DPI for PC Laptop,22.5,JTKE,5.0,JTKE,18.0,8.0
201,"Logitech M331 Silent Plus Wireless Mouse, 24 GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC / Mac / Laptop / Chromebook - Black (910-004914) Red (910-004916) Blue (910-004915)",59.0,Logitech,4.96,ASASHI Technology,535.0,135.0
203,Inphic F9 Wireless Mouse Rechargeable Sci-Fi Mecha Style 2400dpi Silent Office Mouse 24G Mice For Laptop PC with 24G USB Receiver,54.69,inphic,4.93,inphic,350.0,691.0
204,"Logitech MX Master 3S - Wireless Performance Mouse with Ultra-fast Scrolling, Ergo, 8K DPI, Track on Glass, Quiet Clicks, USB-C, Bluetooth, Windows, Linux, Chrome",499.0,Logitech,4.96,Logitech,2700.0,743.0
205,M185 Mini Wireless Mouse Comfortable Silent Optical Mouse 3 Buttons Portable Mouse Mice 1000DPI for Windows/Mac OS/Linux,13.33,UEB,5.0,lotsgoods,8.0,1.0
210,Magic Mouse 2,319.0,Apple,4.93,Machines Flagship Store,196.0,56.0
211,"Logitech MX Anywhere 3S Compact Wireless Mouse, Fast Scrolling, 8K DPI Any-Surface Tracking, Quiet Clicks, Programmable Buttons, USB C, Bluetooth",355.0,Logitech,4.97,ALL IT Hypermarket,111.0,37.0
214,Mikuso Wireless Mouse 24Ghz 1600 DPI (MOS-W085) Adjustable for Computer PC Laptop Home & Office Wired MOS-372U,15.0,Mikuso,4.96,VIT Computer Store,209.0,53.0
216,Wireless Mouse M-01,20.9,MR.DIY,5.0,MR DIY,6.0,2.0
218,M185 Mini Wireless Mouse 3 Buttons Portable Mouse Mice 24GHz with USB Mini Receiver Small Hand Mouse for Mac OS/Windows,11.05,Tenda,5.0,Tenda International Store,6.0,2.0
220,MOFII SM395BT Wireless Bluetooth Mouse,31.9,Mofii,5.0,MJ Online Store,6.0,4.0
222,MOFII SM395AG Wireless Mouse,19.9,Mofii,4.96,MOFII Malaysia,68.0,27.0
224,Logitech M720 Triathlon Bluetooth + USB 1000dpi Optical Right Handed Mouse,226.7,Logitech,4.92,Logitech,399.0,103.0
225,MOFII SM395BT Wireless Bluetooth Mouse,29.9,Mofii,4.6,MOFII Malaysia,13.0,10.0
226,UGREEN MU006 24G Wireless Silent Mouse / 6 Buttons / USB Mini Receiver / 4000DPI / 18 Months Battery Life ( Black ),31.99,UGREEN,4.67,LDOX,7.0,3.0
230,Apple Magic Mouse,319.0,Apple,5.0,Senheng Apple Authorised Reseller,88.0,38.0
231,New 24GHz Wireless Mouse,12.9,OEM,4.25,SJ WORLD,208.0,67.0
