Unnamed: 0,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
742,"[เก็บคูปองลดเพิ่ม 3,200-][ผ่อน 0% 10 ด][DELL MS116]ASUS VIVOBOOK 16X K3605ZF-RP795W/i7-12700H/ประกัน2 Years Onsite + Perfect Warranty 1 Year",1027.2,ASUS,5.0,TOP Online,7.0,3.0
776,ACER NITRO GAMING V15 ANV15-51-578S NOTEBOOK (โน๊ตบุ๊ค) INTEL CORE I5-13420H / RTX 2050 4GB / 16GB DDR5 / 512GB / WIN11,959.6,Acer,5.0,Ubon Computer,17.0,7.0
777,"[เก็บคูปองลดเพิ่ม 4,500-][ผ่อน 0% 10 ด]LENOVO YOGA SLIM 7 15ILL9 83HM0012TA/ Ultra 7 258V/ประกัน 3 Years",2159.2,Lenovo,5.0,NOTEBOOK STORE,6.0,2.0
788,Surface Laptop 7 13in/Snapdragon® X Plus/16GB/256GB/Platinum/Windows 11 Home,1587.6,Microsoft,5.0,D-KAN Online,8.0,2.0
813,"โน้ตบุ๊ค NOOTBOOK Dell Latitude E5470 14 HD, Core i5-6300HQ 23GHz, 16GB RAM,SSD 256GB140"" FHD (1920x1080), Windows 10 Pro 64Bit แถมฟรี เม้าส์สายชาร์จใหม่ พร้อมใช้งาน มือ2มีรับประกัน REFURBISHED",182.77,Dell,4.63,บจก โซดาปริ้นแอนด์คอม จำกัด,38.0,19.0
826,ASUS VIVOBOOK S 14X OLED S5402ZA-M9501WS NOTEBOOK (โน๊ตบุ๊ค) i5-12500H/RAM16GB/SSD512GB/ WIN 11+OF,1079.6,ASUS,4.95,Ubon Computer,42.0,22.0
840,HP VICTUS 15-fb2098AX (A7KD7PA) AMD Ryzen 5 8645HS / 16GB / 1TB / WIN 11  / ประกันศูนย์ 2 ปี,1099.6,HP,5.0,Ubon Computer,5.0,3.0
850,Dell Latitude 7390 i5 GEN 8 / 8GB / 128GB จอทัชสกรีน คีย์บอร์ดมีไฟ โน๊ตบุ๊ค แล็ปท็อป มือสอง ถูกที่สุด USED Laptop,252.8,Dell,4.67,BSL COMPUTER,26.0,15.0
852,[E-TAX ทักแชท] ACER ASPIRE 5 (A515-48M-R0UT) | AMD Ryzen 7 7730U 156 1920x1080 (FHD) IPS | NOTEBOOK (โน๊ตบุ๊ค) | By Speed Gaming,700.0,Acer,5.0,Speed Gaming,7.0,2.0
853,[ผ่อน 0%]Lenovo Yoga Slim 7 14IMH9(83CV002STA)Notebook Intel Ultra 7-155H 16GB SSD 1TB 14 OLED TOUCH,1743.6,Lenovo,5.0,Lenovo,6.0,1.0
