Unnamed: 0,Name,Price,Brand,Rating,Seller Name,Number of Sales,Number of Reviews
260,(New) Redmi 13C 5g (8GB + 256GB) mobile phone 5000mAh battery 15 months warranty 90Hz FHD + 18W Quick Charge,113.64,Redmi,4.63,MR.Gadget.LTD,55,30
228,2023 new original qoomi ultra 1 653 inch mobile phone support 2 sim smartphone 4G/5G RAM phone 4GB ROM 64GB cheap phone android110 mobile phone,112.92,QOOMI,5,QOOMI TH,21,14
869,KX-HDV130XB  IP Phone (SIP) SIP Phone 2 LAN ports(Black),111.6,Panasonic,5,PCS Solution,11,1
831,KX-TG3712 TG2722 TG3552/TGC252  พานาโซนิค Panasonic โทรศัพท์ไร้สาย    มี Speaker Phone เหมาะสำหรับบ้าน สำนักงาน คอนโด อพาร์ทเม้น แบบอินเตอร์คอม คู่แม่-ลูก,107.6,Panasonic,5,PCS Solution,57,10
104,"INOVO I-955 Air Max โทรศัพท์สมาร์ทโฟน หน้าจอ 69 นิ้ว, แบตเตอรี่ 5,500 mAh และ รองรับ 2 ซิม (มี 4 สีให้เลือก) แถมปากกา",106.36,inovo,4.87,RS Mall X,57,23
730,Panasonic KX-TGC313 /Uniden AT3102-3 AS4505  โทรศัพท์บ้าน โทรศัพท์ไร้สาย โทรศัพท์สำนักงาน(1 ชุดมี 3 เครื่อง) ขยายตัวลูกไม่ได้ สินค้าชนิดตัวแม่ลูก,106,Panasonic,5,PCS Solution,15,6
209,Vivo Y50 phone 8 + 128 GB phone free glass film + free 653 inch clear screen case ready to ship,101.96,SCC,4.85,SCC Bike,68,34
210,Vivo Y50 ram8 + 128GB Vivo mobile phone battery 5000mAh free transparent case + film,101.96,Borofone,4.85,Borofone store,603,259
595,"Original Xiaomi MI 8 SE Cellphone Global Version, With Phone Case, Dual SIM Smartphone 3120mAh Baterry Android Cell Phone 95%new (Random Color）",101.19,Xiaomi,4.9,Redmi Smartphone Factory store,43,20
727,NEC SL2100 Telephone System 12-Button Telephone IP7WW-12TXH-A1-TEL,99.6,NEC,4.99,"PABX THAI Co.,Ltd.",49,198
